timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.434781,0.18561,0.199322,0,1,1,1,1
-360,1.449941,0.173511,0.201647,0,1,1,1,1
-320,1.465355,0.161382,0.201973,0,1,1,1,1
-280,1.48059,0.149004,0.201424,0,1,1,1,1
-240,1.495581,0.137168,0.201063,0,1,1,1,1
-200,1.512274,0.12713,0.202104,0,1,1,1,1
-160,1.525266,0.112325,0.201647,0,1,1,1,1
-120,1.538874,0.097947,0.201642,0,1,1,1,1
-80,1.555036,0.086545,0.201821,0,1,1,1,1
-40,1.571518,0.075995,0.203223,0,1,1,1,1
0,1.586811,0.06456,0.204891,0,1,1,1,1
