timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.458556,-1.808891,-0.689161,1,1,1,1,1
-360,3.464693,-1.798185,-0.678171,1,1,1,1,1
-320,3.471601,-1.786207,-0.667019,1,1,1,1,1
-280,3.461499,-1.779519,-0.656426,1,1,1,1,1
-240,3.451184,-1.777088,-0.648144,1,1,1,1,1
-200,3.443103,-1.776092,-0.641877,1,1,1,1,1
-160,3.437983,-1.775144,-0.637443,1,1,1,1,1
-120,3.435483,-1.775257,-0.635075,1,1,1,1,1
-80,3.434686,-1.774981,-0.632238,1,1,1,1,1
-40,3.433332,-1.772053,-0.626454,1,1,1,1,1
0,3.431631,-1.766972,-0.618973,1,1,1,1,1
