timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.173216,-0.393659,0.012101,1,1,1,1,1
-360,2.206315,-0.362588,0.022093,1,1,1,1,1
-320,2.240981,-0.329446,0.034985,1,1,1,1,1
-280,2.28012,-0.295239,0.045692,1,1,1,1,1
-240,2.318482,-0.258149,0.053688,1,1,1,1,1
-200,2.356444,-0.220731,0.06196,1,1,1,1,1
-160,2.395857,-0.184434,0.06764,1,1,1,1,1
-120,2.436815,-0.149581,0.072038,1,1,1,1,1
-80,2.477624,-0.115146,0.079826,1,1,1,1,1
-40,2.518375,-0.080227,0.085583,1,1,1,1,1
0,2.560101,-0.046152,0.088609,1,1,1,1,1
