timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,5.254887,1.553729,0.190421,0,1,1,1,1
-360,5.250417,1.505049,0.179855,0,1,1,1,1
-320,5.22025,1.46656,0.180618,0,1,1,1,1
-280,5.193409,1.434435,0.176052,0,1,1,1,1
-240,5.168517,1.4121,0.162936,0,1,1,1,1
-200,5.148417,1.387859,0.155414,0,1,1,1,1
-160,5.126506,1.364709,0.151754,0,1,1,1,1
-120,5.103951,1.341628,0.148791,0,1,1,1,1
-80,5.083132,1.317247,0.1423,0,1,1,1,1
-40,5.067867,1.286845,0.135327,0,1,1,1,1
0,5.046753,1.261397,0.126143,0,1,1,1,1
