timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.822996,0.053625,0.862192,1,1,1,1,1
-360,1.8373,0.048114,0.859842,1,1,1,1,1
-320,1.851981,0.042985,0.8556,1,1,1,1,1
-280,1.86504,0.036474,0.84903,1,1,1,1,1
-240,1.878278,0.030435,0.842906,1,1,1,1,1
-200,1.892003,0.026081,0.836657,1,1,1,1,1
-160,1.905506,0.021794,0.830837,1,1,1,1,1
-120,1.918244,0.016707,0.824206,1,1,1,1,1
-80,1.929977,0.011939,0.818304,1,1,1,1,1
-40,1.94083,0.007283,0.813386,1,1,1,1,1
0,1.950182,0.002495,0.808883,1,1,1,1,1
