timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.130645,-0.622837,-0.292607,0,1,1,1,1
-360,1.179751,-0.644085,-0.287042,0,1,1,1,1
-320,1.229153,-0.663336,-0.27881,0,1,1,1,1
-280,1.279156,-0.680875,-0.270104,0,1,1,1,1
-240,1.32717,-0.70302,-0.261271,0,1,1,1,1
-200,1.375636,-0.722942,-0.250319,0,1,1,1,1
-160,1.426326,-0.739002,-0.241663,0,1,1,1,1
-120,1.475905,-0.75734,-0.232716,0,1,1,1,1
-80,1.524325,-0.780345,-0.229954,0,1,1,1,1
-40,1.57128,-0.805821,-0.225068,0,1,1,1,1
0,1.619195,-0.829426,-0.219131,0,1,1,1,1
