timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.601241,-0.567739,-0.193177,1,1,1,1,1
-360,2.627175,-0.58163,-0.189329,1,1,1,1,1
-320,2.653408,-0.598342,-0.185697,1,1,1,1,1
-280,2.682239,-0.614128,-0.183184,1,1,1,1,1
-240,2.713554,-0.626848,-0.179836,1,1,1,1,1
-200,2.746779,-0.621809,-0.17659,1,1,1,1,1
-160,2.77438,-0.606381,-0.171833,1,1,1,1,1
-120,2.799453,-0.592537,-0.166275,1,1,1,1,1
-80,2.824897,-0.584616,-0.161146,1,1,1,1,1
-40,2.846787,-0.574225,-0.156249,1,1,1,1,1
0,2.867581,-0.566332,-0.154045,1,1,1,1,1
