timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.015699,0.276939,0.465078,1,1,1,1,1
-360,2.000684,0.295306,0.448599,1,1,1,1,1
-320,1.984815,0.312858,0.431287,1,1,1,1,1
-280,1.965861,0.330802,0.4164,1,1,1,1,1
-240,1.945626,0.347848,0.399586,1,1,1,1,1
-200,1.92099,0.362418,0.382976,1,1,1,1,1
-160,1.932652,0.373904,0.357984,1,1,1,1,1
-120,1.949856,0.378781,0.342183,1,1,1,1,1
-80,1.962582,0.383234,0.330237,1,1,1,1,1
-40,1.973778,0.388933,0.320284,1,1,1,1,1
0,1.982814,0.394322,0.31038,1,1,1,1,1
