timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.696579,0.049551,0.295699,1,1,1,1,1
-360,1.715777,0.036386,0.298234,1,1,1,1,1
-320,1.736827,0.033681,0.285993,1,1,1,1,1
-280,1.752768,0.031469,0.277926,1,1,1,1,1
-240,1.76585,0.029758,0.272089,1,1,1,1,1
-200,1.779181,0.028419,0.268119,1,1,1,1,1
-160,1.793296,0.027115,0.262561,1,1,1,1,1
-120,1.811356,0.022979,0.256043,1,1,1,1,1
-80,1.830943,0.012985,0.248338,1,1,1,1,1
-40,1.856032,0.003184,0.245737,1,1,1,1,1
0,1.880297,-0.014632,0.240543,1,1,1,1,1
