timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,0.894968,-0.39058,0.036316,0,1,1,1,1
-360,0.906585,-0.395028,0.040752,0,1,1,1,1
-320,0.918302,-0.400408,0.043284,0,1,1,1,1
-280,0.928642,-0.407809,0.046044,0,1,1,1,1
-240,0.939681,-0.413763,0.048585,0,1,1,1,1
-200,0.949247,-0.42102,0.052313,0,1,1,1,1
-160,0.960915,-0.428693,0.055821,0,1,1,1,1
-120,0.97639,-0.435895,0.057567,0,1,1,1,1
-80,0.993717,-0.443813,0.060012,0,1,1,1,1
-40,1.013554,-0.451977,0.063113,0,1,1,1,1
0,1.034211,-0.46317,0.069864,0,1,1,1,1
