timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.424096,-0.82248,-0.655439,1,1,1,1,1
-360,3.444591,-0.797474,-0.61226,1,1,1,1,1
-320,3.462207,-0.771781,-0.568215,1,1,1,1,1
-280,3.479575,-0.745777,-0.524246,1,1,1,1,1
-240,3.497779,-0.720113,-0.480393,1,1,1,1,1
-200,3.515009,-0.694042,-0.436424,1,1,1,1,1
-160,3.534076,-0.6686,-0.392817,1,1,1,1,1
-120,3.549669,-0.641734,-0.348717,1,1,1,1,1
-80,3.566201,-0.613347,-0.305995,1,1,1,1,1
-40,3.581378,-0.585194,-0.262579,1,1,1,1,1
0,3.593735,-0.555164,-0.219548,1,1,1,1,1
