timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.789865,-0.903511,-0.17858,0,0,0,0,0
-360,1.829277,-0.907151,-0.167435,0,0,0,0,0
-320,1.870599,-0.913139,-0.159391,0,0,0,0,0
-280,1.912733,-0.916332,-0.14648,0,0,0,0,0
-240,1.956554,-0.920859,-0.134341,0,0,0,0,0
-200,2.000852,-0.92789,-0.120523,0,0,0,0,0
-160,2.037846,-0.929263,-0.113845,0,0,0,0,0
-120,1.997711,-0.929292,-0.129522,0,0,0,0,0
-80,1.972312,-0.912768,-0.149762,0,0,0,0,0
-40,1.954062,-0.898592,-0.174865,0,0,0,0,0
0,1.920894,-0.907175,-0.178523,0,0,0,0,0
