timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.874618,0.710527,-0.240226,1,1,1,1,1
-360,1.882224,0.701666,-0.23544,1,1,1,1,1
-320,1.884249,0.694901,-0.22461,1,1,1,1,1
-280,1.886196,0.685088,-0.218794,1,1,1,1,1
-240,1.887171,0.679139,-0.209164,1,1,1,1,1
-200,1.889206,0.670803,-0.201774,1,1,1,1,1
-160,1.891728,0.663968,-0.193219,1,1,1,1,1
-120,1.898339,0.657002,-0.185161,1,1,1,1,1
-80,1.903898,0.646927,-0.173799,1,1,1,1,1
-40,1.908592,0.636817,-0.160212,1,1,1,1,1
0,1.905094,0.629991,-0.14468,1,1,1,1,1
