timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.771841,-0.541048,0.060336,1,1,1,1,1
-360,2.745699,-0.537982,0.063612,1,1,1,1,1
-320,2.71925,-0.538748,0.065566,1,1,1,1,1
-280,2.693148,-0.538606,0.069846,1,1,1,1,1
-240,2.667094,-0.534039,0.068827,1,1,1,1,1
-200,2.642716,-0.530653,0.072632,1,1,1,1,1
-160,2.623506,-0.526569,0.076334,1,1,1,1,1
-120,2.604252,-0.519946,0.077419,1,1,1,1,1
-80,2.583767,-0.51546,0.07867,1,1,1,1,1
-40,2.565449,-0.507545,0.080962,1,1,1,1,1
0,2.557271,-0.48735,0.081123,1,1,1,1,1
