timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.917001,0.826294,-0.653639,1,1,1,1,1
-360,1.927208,0.823079,-0.645083,1,1,1,1,1
-320,1.937944,0.821145,-0.636304,1,1,1,1,1
-280,1.948451,0.818144,-0.627095,1,1,1,1,1
-240,1.959046,0.813763,-0.618115,1,1,1,1,1
-200,1.969679,0.809152,-0.60904,1,1,1,1,1
-160,1.982258,0.804529,-0.598634,1,1,1,1,1
-120,1.995697,0.795219,-0.586667,1,1,1,1,1
-80,2.001181,0.7761,-0.573483,1,1,1,1,1
-40,2.007297,0.754401,-0.558454,1,1,1,1,1
0,2.010233,0.734903,-0.543273,1,1,1,1,1
