timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.233066,-1.422016,-0.260535,0,1,1,1,1
-360,2.250739,-1.423908,-0.255903,0,1,1,1,1
-320,2.271592,-1.429475,-0.254398,0,1,1,1,1
-280,2.295364,-1.436556,-0.249624,0,1,1,1,1
-240,2.321845,-1.447032,-0.245239,0,1,1,1,1
-200,2.351949,-1.459064,-0.241341,0,1,1,1,1
-160,2.385964,-1.471959,-0.238654,0,1,1,1,1
-120,2.424239,-1.480866,-0.232631,0,1,1,1,1
-80,2.45218,-1.451968,-0.227223,0,1,1,1,1
-40,2.473118,-1.419931,-0.222839,0,1,1,1,1
0,2.493374,-1.390548,-0.220091,0,1,1,1,1
