timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.28135,-1.040422,0.670182,0,1,1,1,1
-360,3.295511,-1.027808,0.655217,0,1,1,1,1
-320,3.311252,-1.014571,0.638248,0,1,1,1,1
-280,3.329504,-1.001314,0.619205,0,1,1,1,1
-240,3.346993,-0.985196,0.597717,0,1,1,1,1
-200,3.367267,-0.968111,0.575657,0,1,1,1,1
-160,3.388029,-0.950384,0.551084,0,1,1,1,1
-120,3.410581,-0.932348,0.525093,0,1,1,1,1
-80,3.446276,-0.91848,0.512548,0,1,1,1,1
-40,3.490705,-0.905117,0.50461,0,1,1,1,1
0,3.53983,-0.89179,0.494739,0,1,1,1,1
