timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.25975,-0.798362,0.477865,1,1,1,1,1
-360,1.267771,-0.794102,0.473647,1,1,1,1,1
-320,1.276959,-0.789229,0.469692,1,1,1,1,1
-280,1.286418,-0.783996,0.465023,1,1,1,1,1
-240,1.296195,-0.778453,0.460662,1,1,1,1,1
-200,1.306279,-0.77252,0.455263,1,1,1,1,1
-160,1.315448,-0.766987,0.450821,1,1,1,1,1
-120,1.323622,-0.763357,0.446716,1,1,1,1,1
-80,1.33106,-0.763417,0.443373,1,1,1,1,1
-40,1.340389,-0.764401,0.439693,1,1,1,1,1
0,1.352345,-0.765896,0.435317,1,1,1,1,1
