timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,5.051302,-0.121312,1.124975,0,0,0,0,1
-360,5.039615,-0.100682,1.106268,0,0,0,0,1
-320,5.02557,-0.083743,1.086011,0,0,0,0,1
-280,5.042935,-0.066441,1.067178,0,0,0,0,1
-240,5.066546,-0.050312,1.050966,0,0,0,0,1
-200,5.077162,-0.025001,1.032622,0,0,0,0,1
-160,5.079563,0.008578,1.017991,0,0,0,0,1
-120,5.079928,0.033146,0.993299,0,0,0,0,1
-80,5.087164,0.060244,0.987602,0,0,0,0,1
-40,5.091809,0.082331,0.970563,0,0,0,0,1
0,5.089212,0.106787,0.958671,0,0,0,0,1
