timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,0.932889,-0.12914,-0.006448,1,1,1,1,1
-360,0.932652,-0.122069,-0.004296,1,1,1,1,1
-320,0.933068,-0.114992,-0.00223,1,1,1,1,1
-280,0.937862,-0.108337,0.000221,1,1,1,1,1
-240,0.944429,-0.103664,0.002373,1,1,1,1,1
-200,0.949962,-0.098932,0.004814,1,1,1,1,1
-160,0.955096,-0.094606,0.007434,1,1,1,1,1
-120,0.96014,-0.09044,0.009986,1,1,1,1,1
-80,0.965068,-0.086296,0.012062,1,1,1,1,1
-40,0.969569,-0.082456,0.014259,1,1,1,1,1
0,0.973592,-0.078339,0.016166,1,1,1,1,1
