timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.003465,-0.001224,-0.892419,1,1,1,1,1
-360,3.003907,0.017545,-0.867377,1,1,1,1,1
-320,3.00614,0.036467,-0.844428,1,1,1,1,1
-280,3.011266,0.051397,-0.82192,1,1,1,1,1
-240,3.011674,0.065534,-0.799682,1,1,1,1,1
-200,3.010886,0.080624,-0.7787,1,1,1,1,1
-160,3.012089,0.094681,-0.757892,1,1,1,1,1
-120,3.012849,0.108607,-0.738101,1,1,1,1,1
-80,3.012814,0.121191,-0.719703,1,1,1,1,1
-40,3.013395,0.132971,-0.703068,1,1,1,1,1
0,3.01429,0.144837,-0.688456,1,1,1,1,1
