timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.741118,-0.465283,-0.15284,1,1,1,1,1
-360,1.752442,-0.46531,-0.14877,1,1,1,1,1
-320,1.765203,-0.463551,-0.144626,1,1,1,1,1
-280,1.77903,-0.46312,-0.139951,1,1,1,1,1
-240,1.793618,-0.461371,-0.133611,1,1,1,1,1
-200,1.809132,-0.458757,-0.126084,1,1,1,1,1
-160,1.819243,-0.444878,-0.119676,1,1,1,1,1
-120,1.827103,-0.427593,-0.113862,1,1,1,1,1
-80,1.828518,-0.412489,-0.106411,1,1,1,1,1
-40,1.823822,-0.402495,-0.101403,1,1,1,1,1
0,1.817196,-0.393054,-0.098338,1,1,1,1,1
