timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.901756,0.915203,-0.245,1,1,1,1,1
-360,1.943725,0.926027,-0.236019,1,1,1,1,1
-320,1.988319,0.937503,-0.233971,1,1,1,1,1
-280,2.036543,0.941876,-0.231259,1,1,1,1,1
-240,2.080285,0.935135,-0.226008,1,1,1,1,1
-200,2.093398,0.88776,-0.217306,1,1,1,1,1
-160,2.099246,0.842109,-0.209294,1,1,1,1,1
-120,2.097526,0.799631,-0.207274,1,1,1,1,1
-80,2.097213,0.762,-0.20033,1,1,1,1,1
-40,2.097326,0.728326,-0.201407,1,1,1,1,1
0,2.102175,0.699168,-0.198523,1,1,1,1,1
