timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.791816,-1.544279,-0.542836,1,1,1,1,1
-360,3.813067,-1.531922,-0.537637,1,1,1,1,1
-320,3.832598,-1.519835,-0.531905,1,1,1,1,1
-280,3.852776,-1.507777,-0.526857,1,1,1,1,1
-240,3.876168,-1.500673,-0.520256,1,1,1,1,1
-200,3.899159,-1.489572,-0.517321,1,1,1,1,1
-160,3.920957,-1.474956,-0.517118,1,1,1,1,1
-120,3.944505,-1.464045,-0.512271,1,1,1,1,1
-80,3.969659,-1.458882,-0.505769,1,1,1,1,1
-40,3.9912,-1.445736,-0.498732,1,1,1,1,1
0,4.01436,-1.435284,-0.493504,1,1,1,1,1
