timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.439266,0.766762,0.2657,0,1,1,1,1
-360,1.470562,0.744478,0.253554,0,1,1,1,1
-320,1.504527,0.7201,0.244516,0,1,1,1,1
-280,1.541144,0.692874,0.237018,0,1,1,1,1
-240,1.579302,0.664111,0.226816,0,1,1,1,1
-200,1.617108,0.629068,0.220195,0,1,1,1,1
-160,1.648262,0.585915,0.213143,0,1,1,1,1
-120,1.686036,0.548388,0.211207,0,1,1,1,1
-80,1.723777,0.510248,0.212748,0,1,1,1,1
-40,1.763069,0.473777,0.214456,0,1,1,1,1
0,1.803264,0.439086,0.208636,0,1,1,1,1
