timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.087969,0.173107,-0.720103,1,1,1,1,1
-360,2.091295,0.169682,-0.712644,1,1,1,1,1
-320,2.095161,0.16547,-0.704459,1,1,1,1,1
-280,2.100047,0.159223,-0.695601,1,1,1,1,1
-240,2.10598,0.151158,-0.686079,1,1,1,1,1
-200,2.113524,0.147191,-0.674858,1,1,1,1,1
-160,2.119603,0.151508,-0.662401,1,1,1,1,1
-120,2.12599,0.154939,-0.650439,1,1,1,1,1
-80,2.131899,0.158875,-0.639168,1,1,1,1,1
-40,2.132992,0.165443,-0.630187,1,1,1,1,1
0,2.130694,0.171285,-0.62566,1,1,1,1,1
