timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,0.904482,-0.538864,0.245559,1,1,1,1,1
-360,0.92415,-0.550746,0.246384,1,1,1,1,1
-320,0.943431,-0.562564,0.247005,1,1,1,1,1
-280,0.961406,-0.575679,0.247179,1,1,1,1,1
-240,0.980438,-0.583715,0.243416,1,1,1,1,1
-200,0.998383,-0.591764,0.239281,1,1,1,1,1
-160,1.016362,-0.589198,0.234061,1,1,1,1,1
-120,1.03326,-0.580547,0.23063,1,1,1,1,1
-80,1.048796,-0.571193,0.227273,1,1,1,1,1
-40,1.064472,-0.56568,0.223505,1,1,1,1,1
0,1.082761,-0.570839,0.219295,1,1,1,1,1
