timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.132839,-1.012214,0.459569,0,1,1,1,1
-360,2.166719,-1.010482,0.456403,0,1,1,1,1
-320,2.202159,-1.00893,0.453658,0,1,1,1,1
-280,2.238891,-1.007495,0.448731,0,1,1,1,1
-240,2.277292,-1.007886,0.445572,0,1,1,1,1
-200,2.307865,-0.985095,0.438522,0,1,1,1,1
-160,2.323299,-0.948129,0.436268,0,1,1,1,1
-120,2.327518,-0.908658,0.4421,0,1,1,1,1
-80,2.328485,-0.870489,0.449469,0,1,1,1,1
-40,2.330122,-0.834083,0.458462,0,1,1,1,1
0,2.33293,-0.798491,0.464714,0,1,1,1,1
