timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.362806,0.756365,0.673982,0,1,1,1,1
-360,2.376772,0.730463,0.665259,0,1,1,1,1
-320,2.388887,0.704959,0.658602,0,1,1,1,1
-280,2.403127,0.682326,0.654849,0,1,1,1,1
-240,2.416404,0.662095,0.654474,0,1,1,1,1
-200,2.430027,0.643369,0.654539,0,1,1,1,1
-160,2.439635,0.622113,0.648041,0,1,1,1,1
-120,2.448958,0.590039,0.63951,0,1,1,1,1
-80,2.458686,0.551772,0.632901,0,1,1,1,1
-40,2.468521,0.513403,0.626463,0,1,1,1,1
0,2.476671,0.476186,0.615154,0,1,1,1,1
