timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,4.052427,-1.660969,-0.84964,1,1,1,1,1
-360,4.053866,-1.653097,-0.843127,1,1,1,1,1
-320,4.056452,-1.645667,-0.836071,1,1,1,1,1
-280,4.058038,-1.638262,-0.828453,1,1,1,1,1
-240,4.060757,-1.630722,-0.821222,1,1,1,1,1
-200,4.063846,-1.624206,-0.81374,1,1,1,1,1
-160,4.066751,-1.618673,-0.805854,1,1,1,1,1
-120,4.069563,-1.613737,-0.798149,1,1,1,1,1
-80,4.072031,-1.608279,-0.791072,1,1,1,1,1
-40,4.07441,-1.603759,-0.783658,1,1,1,1,1
0,4.068174,-1.59918,-0.778912,1,1,1,1,1
