timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.115732,-1.672911,-1.071581,0,1,1,1,1
-360,2.142512,-1.669378,-1.056913,0,1,1,1,1
-320,2.170585,-1.662568,-1.0388,0,1,1,1,1
-280,2.200718,-1.653851,-1.022001,0,1,1,1,1
-240,2.231389,-1.64641,-1.003387,0,1,1,1,1
-200,2.264264,-1.642308,-0.984518,0,1,1,1,1
-160,2.271577,-1.613555,-0.969432,0,1,1,1,1
-120,2.273181,-1.588295,-0.961736,0,1,1,1,1
-80,2.273701,-1.572106,-0.956134,0,1,1,1,1
-40,2.280925,-1.562805,-0.949452,0,1,1,1,1
0,2.296054,-1.551225,-0.941094,0,1,1,1,1
