timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.319195,0.228939,0.544474,1,1,1,1,1
-360,3.337373,0.211903,0.525596,1,1,1,1,1
-320,3.353866,0.196646,0.505761,1,1,1,1,1
-280,3.370986,0.182659,0.488458,1,1,1,1,1
-240,3.386076,0.170853,0.472996,1,1,1,1,1
-200,3.4014,0.161961,0.459671,1,1,1,1,1
-160,3.417692,0.148672,0.456624,1,1,1,1,1
-120,3.434888,0.134668,0.457226,1,1,1,1,1
-80,3.452737,0.120047,0.457909,1,1,1,1,1
-40,3.468759,0.102453,0.458411,1,1,1,1,1
0,3.485174,0.084763,0.463183,1,1,1,1,1
