timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.398071,-0.299667,-0.327015,1,1,1,1,1
-360,3.392916,-0.302561,-0.32446,1,1,1,1,1
-320,3.387705,-0.302776,-0.322438,1,1,1,1,1
-280,3.383102,-0.300531,-0.320813,1,1,1,1,1
-240,3.378624,-0.297959,-0.319405,1,1,1,1,1
-200,3.374056,-0.295198,-0.318078,1,1,1,1,1
-160,3.369502,-0.292044,-0.316503,1,1,1,1,1
-120,3.364636,-0.28883,-0.314372,1,1,1,1,1
-80,3.359288,-0.285775,-0.312146,1,1,1,1,1
-40,3.353233,-0.28267,-0.309673,1,1,1,1,1
0,3.344968,-0.278902,-0.306649,1,1,1,1,1
