timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.510821,-0.549555,-0.37051,0,1,1,1,1
-360,3.503397,-0.538137,-0.360067,0,1,1,1,1
-320,3.49406,-0.527166,-0.349038,0,1,1,1,1
-280,3.484088,-0.516323,-0.336925,0,1,1,1,1
-240,3.47309,-0.501724,-0.322714,0,1,1,1,1
-200,3.460158,-0.486166,-0.308413,0,1,1,1,1
-160,3.455539,-0.464968,-0.294593,0,1,1,1,1
-120,3.466129,-0.439389,-0.282343,0,1,1,1,1
-80,3.476337,-0.410274,-0.275438,0,1,1,1,1
-40,3.483104,-0.380091,-0.267485,0,1,1,1,1
0,3.49369,-0.351942,-0.256192,0,1,1,1,1
