timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.442304,0.536471,0.34102,1,1,1,1,1
-360,1.462138,0.533576,0.338421,1,1,1,1,1
-320,1.481947,0.52938,0.336861,1,1,1,1,1
-280,1.50188,0.525653,0.334894,1,1,1,1,1
-240,1.521789,0.522609,0.332395,1,1,1,1,1
-200,1.541505,0.521691,0.328076,1,1,1,1,1
-160,1.561017,0.518016,0.324402,1,1,1,1,1
-120,1.578576,0.511306,0.319219,1,1,1,1,1
-80,1.594815,0.505718,0.313579,1,1,1,1,1
-40,1.611797,0.501018,0.31048,1,1,1,1,1
0,1.629198,0.497604,0.308332,1,1,1,1,1
