timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,0.988105,0.514852,0.266294,1,1,1,1,1
-360,1.000916,0.496895,0.259302,1,1,1,1,1
-320,1.010332,0.481774,0.253467,1,1,1,1,1
-280,1.019738,0.472877,0.247623,1,1,1,1,1
-240,1.029673,0.464542,0.242089,1,1,1,1,1
-200,1.040188,0.456673,0.239793,1,1,1,1,1
-160,1.048754,0.44712,0.239018,1,1,1,1,1
-120,1.057282,0.438289,0.237188,1,1,1,1,1
-80,1.066124,0.43086,0.234871,1,1,1,1,1
-40,1.073964,0.423382,0.231324,1,1,1,1,1
0,1.081577,0.417476,0.226966,1,1,1,1,1
