timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.884889,-1.198075,-0.236401,1,1,1,1,1
-360,1.881694,-1.182203,-0.2298,1,1,1,1,1
-320,1.879838,-1.165711,-0.22339,1,1,1,1,1
-280,1.876352,-1.148233,-0.218144,1,1,1,1,1
-240,1.873215,-1.130007,-0.211918,1,1,1,1,1
-200,1.869049,-1.111452,-0.206298,1,1,1,1,1
-160,1.864637,-1.092129,-0.199953,1,1,1,1,1
-120,1.860922,-1.072356,-0.191946,1,1,1,1,1
-80,1.855523,-1.051885,-0.186289,1,1,1,1,1
-40,1.852125,-1.031516,-0.18019,1,1,1,1,1
0,1.850052,-1.012047,-0.173798,1,1,1,1,1
