timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.497331,-0.16958,-0.308507,1,1,1,1,1
-360,1.50902,-0.158764,-0.301099,1,1,1,1,1
-320,1.523843,-0.148408,-0.296924,1,1,1,1,1
-280,1.538738,-0.137936,-0.290536,1,1,1,1,1
-240,1.556195,-0.130961,-0.283574,1,1,1,1,1
-200,1.57394,-0.123344,-0.276598,1,1,1,1,1
-160,1.591618,-0.114848,-0.269507,1,1,1,1,1
-120,1.609403,-0.1049,-0.264739,1,1,1,1,1
-80,1.627153,-0.095424,-0.259131,1,1,1,1,1
-40,1.643615,-0.086949,-0.2521,1,1,1,1,1
0,1.659563,-0.079662,-0.247179,1,1,1,1,1
