timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.352167,-0.703702,0.22792,1,1,1,1,1
-360,1.383728,-0.702148,0.229529,1,1,1,1,1
-320,1.416443,-0.698729,0.229842,1,1,1,1,1
-280,1.450407,-0.69696,0.228575,1,1,1,1,1
-240,1.484134,-0.702267,0.22401,1,1,1,1,1
-200,1.517382,-0.70894,0.218635,1,1,1,1,1
-160,1.551481,-0.708653,0.215592,1,1,1,1,1
-120,1.586177,-0.711776,0.214416,1,1,1,1,1
-80,1.620797,-0.717834,0.213032,1,1,1,1,1
-40,1.655365,-0.724716,0.209942,1,1,1,1,1
0,1.68979,-0.728972,0.202994,1,1,1,1,1
