timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.801197,0.162758,-0.950142,1,1,1,1,1
-360,2.80842,0.154664,-0.939235,1,1,1,1,1
-320,2.815084,0.14632,-0.927737,1,1,1,1,1
-280,2.822983,0.139873,-0.91583,1,1,1,1,1
-240,2.835941,0.139904,-0.904022,1,1,1,1,1
-200,2.850722,0.140744,-0.89071,1,1,1,1,1
-160,2.86675,0.141469,-0.875567,1,1,1,1,1
-120,2.884014,0.143607,-0.858424,1,1,1,1,1
-80,2.90241,0.145697,-0.839072,1,1,1,1,1
-40,2.923382,0.147911,-0.819491,1,1,1,1,1
0,2.946327,0.149958,-0.7989,1,1,1,1,1
