timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.706312,-0.628997,1.286502,0,1,1,1,1
-360,3.712145,-0.611542,1.271107,0,1,1,1,1
-320,3.717078,-0.593272,1.25725,0,1,1,1,1
-280,3.724112,-0.574786,1.243248,0,1,1,1,1
-240,3.729975,-0.556701,1.227697,0,1,1,1,1
-200,3.717231,-0.546694,1.217399,0,1,1,1,1
-160,3.700583,-0.542462,1.212905,0,1,1,1,1
-120,3.689111,-0.539106,1.209952,0,1,1,1,1
-80,3.682759,-0.537406,1.207913,0,1,1,1,1
-40,3.682453,-0.534882,1.205075,0,1,1,1,1
0,3.68712,-0.529528,1.197637,0,1,1,1,1
