timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,0.984791,-0.124361,-0.046458,0,0,0,1,1
-360,1.008051,-0.12217,-0.045995,0,0,0,1,1
-320,1.031334,-0.12038,-0.045623,0,0,0,1,1
-280,1.051817,-0.111653,-0.043549,0,0,0,1,1
-240,1.071208,-0.104901,-0.043256,0,0,0,1,1
-200,1.089585,-0.096765,-0.047251,0,0,0,1,1
-160,1.104803,-0.08385,-0.048263,0,0,0,1,1
-120,1.081138,-0.086813,-0.049133,0,0,0,1,1
-80,1.056244,-0.077129,-0.059459,0,0,0,1,1
-40,1.035157,-0.065092,-0.077535,0,0,0,1,1
0,1.00744,-0.063417,-0.090423,0,0,0,1,1
