timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.836885,-0.797459,-0.171118,1,1,1,1,1
-360,3.844232,-0.795295,-0.169527,1,1,1,1,1
-320,3.851845,-0.792704,-0.168164,1,1,1,1,1
-280,3.860001,-0.789991,-0.167297,1,1,1,1,1
-240,3.869288,-0.788479,-0.167052,1,1,1,1,1
-200,3.877214,-0.784672,-0.163883,1,1,1,1,1
-160,3.875049,-0.784831,-0.154905,1,1,1,1,1
-120,3.871365,-0.786677,-0.146064,1,1,1,1,1
-80,3.86597,-0.786707,-0.137512,1,1,1,1,1
-40,3.859387,-0.78637,-0.128916,1,1,1,1,1
0,3.85352,-0.785865,-0.119156,1,1,1,1,1
