timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.796147,0.052096,0.706457,0,0,1,1,1
-360,3.786223,0.068633,0.689079,0,0,1,1,1
-320,3.776473,0.082688,0.669718,0,0,1,1,1
-280,3.769488,0.099753,0.651548,0,0,1,1,1
-240,3.764481,0.113815,0.630268,0,0,1,1,1
-200,3.760071,0.127223,0.608409,0,0,1,1,1
-160,3.757469,0.137216,0.584714,0,0,1,1,1
-120,3.748538,0.146573,0.565919,0,0,1,1,1
-80,3.74219,0.15558,0.549799,0,0,1,1,1
-40,3.738634,0.163281,0.534553,0,0,1,1,1
0,3.736873,0.162325,0.523125,0,0,1,1,1
