timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.871385,1.341066,0.358635,1,1,1,1,1
-360,2.867869,1.321607,0.353906,1,1,1,1,1
-320,2.861635,1.302335,0.346167,1,1,1,1,1
-280,2.855811,1.282741,0.338487,1,1,1,1,1
-240,2.85255,1.26777,0.330179,1,1,1,1,1
-200,2.84834,1.253227,0.321638,1,1,1,1,1
-160,2.844013,1.239294,0.312577,1,1,1,1,1
-120,2.842763,1.225892,0.304553,1,1,1,1,1
-80,2.840909,1.213594,0.296666,1,1,1,1,1
-40,2.838363,1.198977,0.28823,1,1,1,1,1
0,2.833478,1.183202,0.277443,1,1,1,1,1
