timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.312367,1.801222,-1.016099,0,1,1,1,1
-360,3.321386,1.789529,-1.008346,0,1,1,1,1
-320,3.329231,1.776455,-0.99907,0,1,1,1,1
-280,3.33843,1.762229,-0.989751,0,1,1,1,1
-240,3.346836,1.746078,-0.979205,0,1,1,1,1
-200,3.354712,1.727973,-0.966754,0,1,1,1,1
-160,3.364702,1.708099,-0.953661,0,1,1,1,1
-120,3.375901,1.686738,-0.939464,0,1,1,1,1
-80,3.394212,1.668923,-0.926858,0,1,1,1,1
-40,3.41838,1.660252,-0.917904,0,1,1,1,1
0,3.439846,1.654359,-0.90987,0,1,1,1,1
