timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.6663,-0.885546,-0.162902,0,1,1,1,1
-360,3.633032,-0.870836,-0.142286,0,1,1,1,1
-320,3.597413,-0.857944,-0.119888,0,1,1,1,1
-280,3.566645,-0.851338,-0.08827,0,1,1,1,1
-240,3.547836,-0.840604,-0.04749,0,1,1,1,1
-200,3.520803,-0.823624,-0.011791,0,1,1,1,1
-160,3.484979,-0.803178,0.016698,0,1,1,1,1
-120,3.452749,-0.768959,0.04143,0,1,1,1,1
-80,3.418086,-0.736343,0.06676,0,1,1,1,1
-40,3.380108,-0.703546,0.085696,0,1,1,1,1
0,3.352668,-0.667297,0.114317,0,1,1,1,1
