timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.821832,-0.301136,0.121057,1,1,1,1,1
-360,1.836415,-0.292282,0.126767,1,1,1,1,1
-320,1.850604,-0.282376,0.131687,1,1,1,1,1
-280,1.864922,-0.271444,0.136921,1,1,1,1,1
-240,1.880402,-0.261529,0.140008,1,1,1,1,1
-200,1.894841,-0.252343,0.143659,1,1,1,1,1
-160,1.907879,-0.243286,0.146424,1,1,1,1,1
-120,1.916726,-0.234594,0.145662,1,1,1,1,1
-80,1.924801,-0.226182,0.145046,1,1,1,1,1
-40,1.933709,-0.219097,0.143775,1,1,1,1,1
0,1.941361,-0.211381,0.142497,1,1,1,1,1
