timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,5.285721,1.821908,-0.404724,1,1,1,1,1
-360,5.285689,1.809392,-0.395484,1,1,1,1,1
-320,5.285692,1.796176,-0.38612,1,1,1,1,1
-280,5.286092,1.782045,-0.376795,1,1,1,1,1
-240,5.286316,1.766747,-0.367197,1,1,1,1,1
-200,5.286705,1.750702,-0.356789,1,1,1,1,1
-160,5.28638,1.734535,-0.346267,1,1,1,1,1
-120,5.286237,1.719494,-0.335327,1,1,1,1,1
-80,5.28711,1.706843,-0.32609,1,1,1,1,1
-40,5.286065,1.695778,-0.318886,1,1,1,1,1
0,5.286272,1.68456,-0.311507,1,1,1,1,1
