timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.522097,-1.283574,0.497499,1,1,1,1,1
-360,2.527706,-1.285475,0.497828,1,1,1,1,1
-320,2.535144,-1.287747,0.49787,1,1,1,1,1
-280,2.54272,-1.290122,0.497761,1,1,1,1,1
-240,2.551491,-1.290501,0.496627,1,1,1,1,1
-200,2.5606,-1.289618,0.495495,1,1,1,1,1
-160,2.570267,-1.289855,0.493845,1,1,1,1,1
-120,2.580395,-1.29043,0.492839,1,1,1,1,1
-80,2.590356,-1.291258,0.491702,1,1,1,1,1
-40,2.599768,-1.290941,0.490376,1,1,1,1,1
0,2.608313,-1.290003,0.488955,1,1,1,1,1
