timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.105848,0.172056,0.33937,0,1,1,1,1
-360,1.145327,0.205908,0.325011,0,1,1,1,1
-320,1.184678,0.23978,0.310368,0,1,1,1,1
-280,1.225618,0.272634,0.298054,0,1,1,1,1
-240,1.266876,0.304468,0.284163,0,1,1,1,1
-200,1.308593,0.337064,0.273845,0,1,1,1,1
-160,1.351933,0.368889,0.269929,0,1,1,1,1
-120,1.395225,0.40045,0.263549,0,1,1,1,1
-80,1.436716,0.434589,0.259042,0,1,1,1,1
-40,1.480106,0.466458,0.25581,0,1,1,1,1
0,1.524604,0.496986,0.256155,0,1,1,1,1
