timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.490694,-0.075822,1.057763,0,1,1,1,1
-360,2.494683,-0.070401,1.054469,0,1,1,1,1
-320,2.497979,-0.064281,1.052272,0,1,1,1,1
-280,2.502123,-0.05794,1.049941,0,1,1,1,1
-240,2.506799,-0.051936,1.046909,0,1,1,1,1
-200,2.509231,-0.045552,1.045429,0,1,1,1,1
-160,2.510244,-0.037805,1.045864,0,1,1,1,1
-120,2.511694,-0.029632,1.046114,0,1,1,1,1
-80,2.512654,-0.024887,1.046284,0,1,1,1,1
-40,2.51197,-0.022209,1.046597,0,1,1,1,1
0,2.505903,-0.027027,1.048973,0,1,1,1,1
