timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.146986,0.378652,-0.356132,1,1,1,1,1
-360,2.162139,0.379183,-0.352629,1,1,1,1,1
-320,2.177947,0.379405,-0.345997,1,1,1,1,1
-280,2.19813,0.371961,-0.334607,1,1,1,1,1
-240,2.220837,0.359164,-0.319721,1,1,1,1,1
-200,2.247208,0.351254,-0.304806,1,1,1,1,1
-160,2.272741,0.339043,-0.29088,1,1,1,1,1
-120,2.300539,0.329222,-0.279855,1,1,1,1,1
-80,2.325619,0.316384,-0.266566,1,1,1,1,1
-40,2.34619,0.297354,-0.251251,1,1,1,1,1
0,2.368767,0.276683,-0.23378,1,1,1,1,1
