timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.8575,0.20464,0.70403,1,1,1,1,1
-360,2.858478,0.201381,0.703127,1,1,1,1,1
-320,2.859848,0.197058,0.702309,1,1,1,1,1
-280,2.861786,0.191881,0.701672,1,1,1,1,1
-240,2.863469,0.186532,0.70042,1,1,1,1,1
-200,2.865294,0.181168,0.69941,1,1,1,1,1
-160,2.868583,0.177127,0.697517,1,1,1,1,1
-120,2.872553,0.174427,0.694857,1,1,1,1,1
-80,2.876271,0.173259,0.691999,1,1,1,1,1
-40,2.877992,0.175525,0.688357,1,1,1,1,1
0,2.879578,0.178116,0.684843,1,1,1,1,1
