timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,4.681918,0.885343,0.725024,0,1,1,1,1
-360,4.686104,0.885729,0.722227,0,1,1,1,1
-320,4.689369,0.886245,0.718488,0,1,1,1,1
-280,4.690349,0.884908,0.710248,0,1,1,1,1
-240,4.692433,0.883313,0.697756,0,1,1,1,1
-200,4.695858,0.879034,0.681879,0,1,1,1,1
-160,4.700778,0.873059,0.663298,0,1,1,1,1
-120,4.706764,0.865694,0.64205,0,1,1,1,1
-80,4.713773,0.857846,0.618071,0,1,1,1,1
-40,4.718792,0.848424,0.590841,0,1,1,1,1
0,4.706946,0.839423,0.558965,0,1,1,1,1
