timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.004994,-0.928551,-0.671495,1,1,1,1,1
-360,2.02049,-0.921099,-0.654703,1,1,1,1,1
-320,2.035652,-0.909917,-0.640005,1,1,1,1,1
-280,2.05167,-0.899042,-0.626342,1,1,1,1,1
-240,2.066877,-0.886234,-0.613354,1,1,1,1,1
-200,2.080156,-0.874423,-0.598685,1,1,1,1,1
-160,2.094298,-0.868889,-0.588665,1,1,1,1,1
-120,2.108053,-0.867455,-0.585836,1,1,1,1,1
-80,2.120362,-0.866748,-0.582857,1,1,1,1,1
-40,2.132333,-0.865976,-0.579505,1,1,1,1,1
0,2.144636,-0.865515,-0.577612,1,1,1,1,1
