timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.856975,0.860787,0.263007,0,1,1,1,1
-360,2.871431,0.850181,0.266204,0,1,1,1,1
-320,2.881991,0.839335,0.268751,0,1,1,1,1
-280,2.881972,0.824251,0.269293,0,1,1,1,1
-240,2.880991,0.809299,0.270148,0,1,1,1,1
-200,2.880443,0.794533,0.271076,0,1,1,1,1
-160,2.879361,0.780022,0.272577,0,1,1,1,1
-120,2.878406,0.765538,0.272792,0,1,1,1,1
-80,2.877479,0.751179,0.274588,0,1,1,1,1
-40,2.876213,0.736957,0.276024,0,1,1,1,1
0,2.874838,0.722274,0.276874,0,1,1,1,1
