timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.169016,-0.363691,0.444211,0,1,1,1,1
-360,2.186928,-0.362421,0.443728,0,1,1,1,1
-320,2.204431,-0.361784,0.443946,0,1,1,1,1
-280,2.220853,-0.356772,0.445242,0,1,1,1,1
-240,2.235802,-0.35304,0.446164,0,1,1,1,1
-200,2.251651,-0.350122,0.4455,0,1,1,1,1
-160,2.254349,-0.341313,0.433016,0,1,1,1,1
-120,2.269893,-0.333684,0.421381,0,1,1,1,1
-80,2.293009,-0.328417,0.416767,0,1,1,1,1
-40,2.316679,-0.318243,0.409222,0,1,1,1,1
0,2.343865,-0.306587,0.40518,0,1,1,1,1
