timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.747867,-0.23903,0.010835,0,1,1,1,1
-360,1.761381,-0.221897,0.015113,0,1,1,1,1
-320,1.772654,-0.204733,0.022207,0,1,1,1,1
-280,1.784669,-0.187535,0.027328,0,1,1,1,1
-240,1.805257,-0.182486,0.035854,0,1,1,1,1
-200,1.829366,-0.176322,0.04272,0,1,1,1,1
-160,1.857188,-0.173495,0.050603,0,1,1,1,1
-120,1.888002,-0.174668,0.059924,0,1,1,1,1
-80,1.921036,-0.170938,0.071875,0,1,1,1,1
-40,1.956739,-0.165922,0.085301,0,1,1,1,1
0,1.99253,-0.152405,0.100904,0,1,1,1,1
