timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.672377,0.196461,2.238738,1,1,1,1,1
-360,3.69116,0.182194,2.222336,1,1,1,1,1
-320,3.709724,0.171523,2.20364,1,1,1,1,1
-280,3.725202,0.157962,2.183857,1,1,1,1,1
-240,3.7402,0.14448,2.163338,1,1,1,1,1
-200,3.747534,0.129122,2.141398,1,1,1,1,1
-160,3.740802,0.117079,2.114178,1,1,1,1,1
-120,3.73094,0.105415,2.086309,1,1,1,1,1
-80,3.722999,0.093287,2.056625,1,1,1,1,1
-40,3.710298,0.08092,2.027114,1,1,1,1,1
0,3.699432,0.068193,1.995534,1,1,1,1,1
