timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.209547,-0.848565,0.461165,1,1,1,1,1
-360,1.218129,-0.849655,0.462709,1,1,1,1,1
-320,1.225534,-0.846491,0.464696,1,1,1,1,1
-280,1.230985,-0.843989,0.465751,1,1,1,1,1
-240,1.234804,-0.842311,0.465797,1,1,1,1,1
-200,1.237069,-0.841167,0.46582,1,1,1,1,1
-160,1.238632,-0.841256,0.465248,1,1,1,1,1
-120,1.241074,-0.840851,0.463978,1,1,1,1,1
-80,1.244518,-0.839984,0.462357,1,1,1,1,1
-40,1.248696,-0.83885,0.460682,1,1,1,1,1
0,1.25396,-0.837622,0.459245,1,1,1,1,1
