timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.484992,0.625186,0.172811,1,1,1,1,1
-360,1.487714,0.617947,0.17215,1,1,1,1,1
-320,1.490604,0.610058,0.172281,1,1,1,1,1
-280,1.495714,0.604411,0.17102,1,1,1,1,1
-240,1.500183,0.601069,0.169376,1,1,1,1,1
-200,1.502643,0.59919,0.168528,1,1,1,1,1
-160,1.503095,0.597986,0.168045,1,1,1,1,1
-120,1.503379,0.596627,0.167413,1,1,1,1,1
-80,1.503854,0.595059,0.166797,1,1,1,1,1
-40,1.503239,0.593131,0.164831,1,1,1,1,1
0,1.503622,0.591564,0.159342,1,1,1,1,1
