timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,0.793329,-0.21688,-0.230582,1,1,1,1,1
-360,0.802731,-0.219471,-0.227085,1,1,1,1,1
-320,0.812018,-0.222368,-0.222836,1,1,1,1,1
-280,0.821641,-0.226802,-0.219409,1,1,1,1,1
-240,0.83226,-0.23158,-0.215299,1,1,1,1,1
-200,0.842715,-0.235869,-0.211131,1,1,1,1,1
-160,0.851035,-0.239704,-0.208278,1,1,1,1,1
-120,0.857445,-0.242145,-0.206292,1,1,1,1,1
-80,0.862823,-0.243854,-0.20392,1,1,1,1,1
-40,0.869518,-0.24608,-0.201834,1,1,1,1,1
0,0.876952,-0.248747,-0.199358,1,1,1,1,1
