timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.722539,-0.68077,-0.362064,0,1,1,1,1
-360,1.756079,-0.661132,-0.343562,0,1,1,1,1
-320,1.793925,-0.642835,-0.328889,0,1,1,1,1
-280,1.834408,-0.623435,-0.317819,0,1,1,1,1
-240,1.868047,-0.599149,-0.294893,0,1,1,1,1
-200,1.904543,-0.578545,-0.271171,0,1,1,1,1
-160,1.940092,-0.55538,-0.246854,0,1,1,1,1
-120,1.958114,-0.517331,-0.225757,0,1,1,1,1
-80,1.95406,-0.477539,-0.205062,0,1,1,1,1
-40,1.948385,-0.439987,-0.192884,0,1,1,1,1
0,1.947015,-0.405133,-0.184963,0,1,1,1,1
